id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1439570983023677446,1439570983023677446,2021-09-19 17:44:02 PKT,2021-09-19,17:44:02,+0500,125435137,dsbcricket,Shahzaib Ali 🇵🇰,,CEO PCB Wasim Khan in Media Conference Again Made Clear Statement That New Zealand Cricket Or Government Didn't Shared Any Detail Of Threat with Pakistan.,en,[],[],[],0,0,1,[],[],https://twitter.com/DSBcricket/status/1439570983023677446,False,,0,,,,,,,,[],,,,
1439570982923014155,1439570982923014155,2021-09-19 17:44:02 PKT,2021-09-19,17:44:02,+0500,1353161070496591872,shumairbubber,Shumairbubber#team_RSK,,Nawaz sharif brought  pakistan on top of the world in his all tenor  #PakistanMissingNawazSharif,en,[],[],[],0,0,0,['pakistanmissingnawazsharif'],[],https://twitter.com/shumairbubber/status/1439570982923014155,False,,0,,,,,,,,[],,,,
1439570981660594177,1439570981660594177,2021-09-19 17:44:02 PKT,2021-09-19,17:44:02,+0500,3937917015,hafizadeel867,Malik Adeel,,واہ پاکستانیوں واہ  Today #sex_eduation top trending in Pakistan on #netflix .  باقی تو ساری تعلیم ماشاءاللہ مکمل ہو چکی ہے۔ #Proud_To_be_a_Pakistani  https://t.co/xq5mNi1rR7,ur,[],[],['https://pbs.twimg.com/media/E_piKwtXMAgT6sE.jpg'],0,0,0,"['sex_eduation', 'netflix', 'proud_to_be_a_pakistani']",[],https://twitter.com/hafizadeel867/status/1439570981660594177,False,,1,https://pbs.twimg.com/media/E_piKwtXMAgT6sE.jpg,,,,,,,[],,,,
1439570967949238279,1439559410095853569,2021-09-19 17:43:59 PKT,2021-09-19,17:43:59,+0500,1300976635580092417,swatish08243542,Swati Sharma 🇮🇳,,@Tris_0580 Vo asal me to Pakistan k pita h kyuki unhone hi to ise janm diya,hi,[],[],[],0,0,0,[],[],https://twitter.com/SwatiSh08243542/status/1439570967949238279,False,,0,,,,,,,,"[{'screen_name': 'Tris_0580', 'name': 'त्रिशा पांडेय 🇮🇳 (Nationalist)', 'id': '1430836852802527235'}]",,,,
1439570967068430342,1439570967068430342,2021-09-19 17:43:59 PKT,2021-09-19,17:43:59,+0500,1081999265596166145,dankstinger,Dean MF Jones,,Ye Gayle Pakistan kyo nahi gaya?,tl,[],[],[],0,0,0,[],[],https://twitter.com/dankstinger/status/1439570967068430342,False,,0,,,,,,,,[],,,,
1439570960508727296,1439557288176623616,2021-09-19 17:43:57 PKT,2021-09-19,17:43:57,+0500,174536903,mbabarkhalil,B K,,@MichaelVaughan There’s no need to play cricket outside of Pakistan @TheRealPCB  Play domestic cricket and play ICC events.,en,"[{'screen_name': 'therealpcb', 'name': 'pakistan cricket', 'id': '2420020489'}]",[],[],0,0,0,[],[],https://twitter.com/mbabarkhalil/status/1439570960508727296,False,,0,,,,,,,,"[{'screen_name': 'MichaelVaughan', 'name': 'Michael Vaughan', 'id': '97893963'}]",,,,
1439570953059536898,1439550843225722884,2021-09-19 17:43:55 PKT,2021-09-19,17:43:55,+0500,1014181075009064960,rakeshk00875986,Er.Rakesh Kumar Mohapatra,,"@otvkhabar For all the issues Sidhu, the Congress is supporting Pakistan because Sidhu was in contact with Pakistan and the Congress made him the Congress chief at punjab.... Third class leadership in Congress party in central leaders....👎👎",en,[],[],[],0,0,0,[],[],https://twitter.com/RakeshK00875986/status/1439570953059536898,False,,0,,,,,,,,"[{'screen_name': 'otvkhabar', 'name': 'ଓଟିଭି', 'id': '957169156419276801'}]",,,,
1439570937746239495,1439557288176623616,2021-09-19 17:43:52 PKT,2021-09-19,17:43:52,+0500,2204788399,nauman_92,Nauman Chughtai,,"@MichaelVaughan Mr. @MichaelVaughan if Pakistan is unsafe even presidential level security is being provided to touring teams,still they feel unsafe,is there any guarantee they will feel themselves safe in any other part of the world? #PakSafeAndProudCountry",en,"[{'screen_name': 'michaelvaughan', 'name': 'michael vaughan', 'id': '97893963'}]",[],[],0,0,0,['paksafeandproudcountry'],[],https://twitter.com/nauman_92/status/1439570937746239495,False,,0,,,,,,,,"[{'screen_name': 'MichaelVaughan', 'name': 'Michael Vaughan', 'id': '97893963'}]",,,,
1439570936198541313,1439570936198541313,2021-09-19 17:43:51 PKT,2021-09-19,17:43:51,+0500,1384768463911243782,wakeplease1,PAKISTAN WAKE UP,,@Salman_ARY @arynewsud @AP_Europe @AP Don't cry if KIWI Match cancelled and team gone back.Thanks to ALLAH its ALLAH willing. Think whole politician and Government of PK GIVING WARNING TO STAY AWAY FROM 6'' FEET AWAY FROM CORONA.Your T.V SHOWING Security risk every day.,en,"[{'screen_name': 'arynewsud', 'name': 'ary news urdu', 'id': '2396063839'}, {'screen_name': 'ap_europe', 'name': 'ap europe', 'id': '834498430986809344'}, {'screen_name': 'ap', 'name': 'the associated press', 'id': '51241574'}]",[],[],0,1,1,[],[],https://twitter.com/WAKEPLEASE1/status/1439570936198541313,False,,0,,,,,,,,[],,,,
1439570927436640258,1439570927436640258,2021-09-19 17:43:49 PKT,2021-09-19,17:43:49,+0500,1422571158151569409,honeykhp11,Beautiful Pakistan🇵🇰,,"""کچھ بھی برباد اور آباد کرنے کی طاقت انسان کے ہاتھ میں ہے نہ اختیار میں۔۔۔۔۔ ""حکم کن اور عمل فیکون ""رب کی خوبی ہے اس کے بندوں کی نہیں""  https://t.co/ZPc8YHDmw1",ur,[],[],['https://pbs.twimg.com/media/E_piIN4XsAQ9Ge7.jpg'],0,0,0,[],[],https://twitter.com/honeykhp11/status/1439570927436640258,False,,1,https://pbs.twimg.com/media/E_piIN4XsAQ9Ge7.jpg,,,,,,,[],,,,
1439570926715031552,1439299990736756737,2021-09-19 17:43:49 PKT,2021-09-19,17:43:49,+0500,2892949410,immortal_zer9,mortao,,@alisalmanalvi @henrygayle yup sab export kar diya humne pakistan ko NZ ke kehne par,de,[],[],[],0,0,0,[],[],https://twitter.com/immortal_zer9/status/1439570926715031552,False,,0,,,,,,,,"[{'screen_name': 'alisalmanalvi', 'name': 'Ali Salman Alvi', 'id': '130426058'}, {'screen_name': 'henrygayle', 'name': 'Chris Gayle', 'id': '45452226'}]",,,,
1439570922931949573,1439570922931949573,2021-09-19 17:43:48 PKT,2021-09-19,17:43:48,+0500,2436625796,burgerkingpak,Burger King Pakistan,,Think of a Whopper Think of the flame-grilled beef. Now double it up! 😋🍔  Order now at  https://t.co/k0JBBkB1Xg |111-11-25-25  Download the app: Play Store:  https://t.co/ZTWZQAl5Km App Store:  https://t.co/WOXOdMUnIn  #BurgerKingPakistan  https://t.co/MEietf64Sw,en,[],"['http://www.bkdelivery.pk', 'http://bit.ly/androidbkdeliverypk', 'http://bit.ly/iOSbkpakistan']",['https://pbs.twimg.com/media/E_piHVyXIAE0jkW.jpg'],0,0,0,['burgerkingpakistan'],[],https://twitter.com/BurgerKingPak/status/1439570922931949573,False,,1,https://pbs.twimg.com/media/E_piHVyXIAE0jkW.jpg,,,,,,,[],,,,
1439570906003693568,1439540055056470020,2021-09-19 17:43:44 PKT,2021-09-19,17:43:44,+0500,1257257434743279617,duyguselinoglu,Duygu Selinoğlu,,"@STacodeli 1.Islam ulkeleri, ornegin pakistan, afganistan, suudi arabistan, katar, birlesik arap emirlikleri gibi ulkelerdeki radikal islami (kokten dinci) fikirsel ve politik hareketler bati tarafindan orgutlenmektedir, cunku bati bu ulkelerin ozgur dusunmesini istemez.",tr,[],[],[],0,0,1,[],[],https://twitter.com/DuyguSelinoglu/status/1439570906003693568,False,,0,,,,,,,,"[{'screen_name': 'STacodeli', 'name': ""Kev@İstanbul'da ingiliz oyuncak"", 'id': '1127328505681854464'}]",,,,
1439570905869414409,1439384235631128583,2021-09-19 17:43:44 PKT,2021-09-19,17:43:44,+0500,2479945759,jaan_meeri,Meeri Jaan (Pakistan),,@Rieja44 No,und,[],[],[],0,0,0,[],[],https://twitter.com/jaan_meeri/status/1439570905869414409,False,,0,,,,,,,,"[{'screen_name': 'Rieja44', 'name': 'انجشہ', 'id': '1338886828531847169'}]",,,,
1439570905810804737,1439526433638989825,2021-09-19 17:43:44 PKT,2021-09-19,17:43:44,+0500,747421621288374272,rashidhasanans1,Rashid Hasan Ansari,,@caroline_gm_d Why Pfizer Modern Jansen administered in Pakistan not acceptable in UK  Discrimination?,en,[],[],[],0,0,0,[],[],https://twitter.com/rashidhasanans1/status/1439570905810804737,False,,0,,,,,,,,"[{'screen_name': 'caroline_gm_d', 'name': 'Caroline Davies', 'id': '251760745'}]",,,,
1439570900580458496,1439304418369867784,2021-09-19 17:43:43 PKT,2021-09-19,17:43:43,+0500,1360893006375759872,miniyahya5,Mini Yahya,,@AnwarLodhi Now there is only one thing that The people of England have to be celebrated on the arrival of Pakistan.,en,[],[],[],0,0,0,[],[],https://twitter.com/MiniYahya5/status/1439570900580458496,False,,0,,,,,,,,"[{'screen_name': 'AnwarLodhi', 'name': 'Anwar Lodhi', 'id': '314047113'}]",,,,
1439570894087770122,1439568235800715265,2021-09-19 17:43:41 PKT,2021-09-19,17:43:41,+0500,1272868153622761482,messypony,FANBOYSLAYER,,@sawerapasha Ali in his video was absolutely spot on. Until there are taliban sympathisers in Pakistan govt no country would want to come and play,en,[],[],[],0,0,0,[],[],https://twitter.com/MessyPony/status/1439570894087770122,False,,0,,,,,,,,"[{'screen_name': 'sawerapasha', 'name': 'Sawera Pasha', 'id': '150455590'}]",,,,
1439570886806290434,1432690716308877320,2021-09-19 17:43:40 PKT,2021-09-19,17:43:40,+0500,1418648500204568578,jitendr90855720,JITENDRA,,@ImranKhanPTI 😂😂😂 pakistan- colony of China,en,[],[],[],0,0,0,[],[],https://twitter.com/JITENDR90855720/status/1439570886806290434,False,,0,,,,,,,,"[{'screen_name': 'ImranKhanPTI', 'name': 'Imran Khan', 'id': '122453931'}]",,,,
1439570886051483649,1439570369183199236,2021-09-19 17:43:39 PKT,2021-09-19,17:43:39,+0500,1139106948652118017,mustafakamalmkk,Mustafa Kamal Kakar,,"@SamRamani2 Pakistan was playing a double game with the United States,",en,[],[],[],0,0,0,[],[],https://twitter.com/MustafaKamalMKK/status/1439570886051483649,False,,0,,,,,,,,"[{'screen_name': 'SamRamani2', 'name': 'Samuel Ramani', 'id': '1957610664'}]",,,,
1439570872575029259,1439557288176623616,2021-09-19 17:43:36 PKT,2021-09-19,17:43:36,+0500,42557549,feelix009,vishal kadakia,,"@MichaelVaughan Pakistan being a harboured of terrorism is totally unsafe to go and play. I agree with the blackcaps and I am pretty sure ECB will do the right thing and say no. Remember, safe comes first.",en,[],[],[],0,0,0,[],[],https://twitter.com/feelix009/status/1439570872575029259,False,,0,,,,,,,,"[{'screen_name': 'MichaelVaughan', 'name': 'Michael Vaughan', 'id': '97893963'}]",,,,
1439570868120653832,1439557288176623616,2021-09-19 17:43:35 PKT,2021-09-19,17:43:35,+0500,1424590494932226048,singh585802,Saurabh 🤴,,@najeebfaizan @MichaelVaughan Pakistan is a terror hub and the entire world knows that.  There is no hiding that. International Cricket has punished Pakistan Cricket by not touring there for 10 years. It's sad to see Pakistan hasn't learn any lesson and teams still get threats. STOP SUPPORTING TALIBAN.,en,[],[],[],0,0,0,[],[],https://twitter.com/singh585802/status/1439570868120653832,False,,0,,,,,,,,"[{'screen_name': 'najeebfaizan', 'name': 'Faizan Najeeb', 'id': '2399359152'}, {'screen_name': 'MichaelVaughan', 'name': 'Michael Vaughan', 'id': '97893963'}]",,,,
1439570862471012358,1439570862471012358,2021-09-19 17:43:34 PKT,2021-09-19,17:43:34,+0500,1111638189901529088,homiezain,IA Best Hooper,,Last days in Pakistan so been buying 1 Litree nestle orange juice bottles after basketball and these better be 500 calories for the whole thing cuz ive been chugging them down post play,en,[],[],[],0,0,0,[],[],https://twitter.com/HomieZain/status/1439570862471012358,False,,0,,,,,,,,[],,,,
1439570858553585676,1439156959857414151,2021-09-19 17:43:33 PKT,2021-09-19,17:43:33,+0500,1337990835128844288,palvinder_1,Palvinder Singh,,"@AsYouNotWish Doubts over legal validity of Instrument of accession of Kashmir cleared during conversation with Dr. Tariq Rahman (Academic, Columnist, Linguist  and Author) 1971 East Pakistan conflict  https://t.co/TidcV4x5Nk",en,[],['https://www.youtube.com/watch?v=z21XyCqyUwU&t=2063s'],[],0,0,0,[],[],https://twitter.com/Palvinder_1/status/1439570858553585676,False,,0,,,,,,,,"[{'screen_name': 'AsYouNotWish', 'name': 'Sonam Mahajan', 'id': '342034927'}]",,,,
1439570855332388867,1439570855332388867,2021-09-19 17:43:32 PKT,2021-09-19,17:43:32,+0500,1188731703533027328,thenewscaravan,The News Caravan,,"Mehbooba’s allegations: Taliban-drone and Pakistan BJP’s political weapon, Yogi is a failed Chief Minister  https://t.co/rYAP9INvP4",en,[],['https://thenewscaravan.com/mehboobas-allegations-taliban-drone-and-pakistan-bjps-political-weapon-yogi-is-a-failed-chief-minister/'],[],0,0,0,[],[],https://twitter.com/TheNewsCaravan/status/1439570855332388867,False,,0,,,,,,,,[],,,,
1439570837821169665,1439570837821169665,2021-09-19 17:43:28 PKT,2021-09-19,17:43:28,+0500,1436012852352008193,zahidkh556,Zahid Khan,,Pakistan Peoples Party Ali Ahmad Jan is requested to draw the attention of the people of Zia Colony  https://t.co/WcsN68aCAn,en,[],[],['https://pbs.twimg.com/media/E_piC_3WUAEZkJu.jpg'],0,0,0,[],[],https://twitter.com/Zahidkh556/status/1439570837821169665,False,,1,https://pbs.twimg.com/media/E_piC_3WUAEZkJu.jpg,,,,,,,[],,,,
1439570837246550022,1439165922057412610,2021-09-19 17:43:28 PKT,2021-09-19,17:43:28,+0500,1435520527486099459,syed2964,Syed Ahmed,,"@ImranKhanPTI Very sad, they should be in school, but 40 years of war and outside meddling does this to a nation.  Pakistan is trying to help Afghans for 40 years but we have our own poor too.  Hoping peace sticks now.  An educated population is a benefit to all.",en,[],[],[],0,0,0,[],[],https://twitter.com/Syed2964/status/1439570837246550022,False,,0,,,,,,,,"[{'screen_name': 'ImranKhanPTI', 'name': 'Imran Khan', 'id': '122453931'}]",,,,
1439570832792166406,1439517490783133699,2021-09-19 17:43:27 PKT,2021-09-19,17:43:27,+0500,1240964458366861313,pakistanomy,Economy of Pakistan,,Its only for Non-Filers*,en,[],[],[],0,0,0,[],[],https://twitter.com/Pakistanomy/status/1439570832792166406,False,,0,,,,,,,,[],,,,
1439570832062300165,1439570832062300165,2021-09-19 17:43:26 PKT,2021-09-19,17:43:26,+0500,1300114192666632195,naseerzenab,Zenab Naseer,,"The people of #Balochistan are fighting a decades-long war over their rights with #Pakistan, but are being labelled as traitors and extremists. #FreeBalochistan @Jameela_Baluch  @Jam__Baloch",en,"[{'screen_name': 'jameela_baluch', 'name': 'jameela baloch', 'id': '947236576190521346'}, {'screen_name': 'jam__baloch', 'name': 'jamal baloch', 'id': '3606865572'}]",[],[],0,0,0,"['balochistan', 'pakistan', 'freebalochistan']",[],https://twitter.com/NaseerZenab/status/1439570832062300165,False,https://twitter.com/Jameela_Baluch/status/1438604165186457603,0,,,,,,,,[],,,,
1439570830501945347,1439570830501945347,2021-09-19 17:43:26 PKT,2021-09-19,17:43:26,+0500,1424244433286017024,joblesspakistan,Jobless_pakistan,, https://t.co/OJevDtHc9v,und,[],[],['https://pbs.twimg.com/media/E_piCmCXEAgAALl.jpg'],0,0,0,[],[],https://twitter.com/JoblessPakistan/status/1439570830501945347,False,,1,https://pbs.twimg.com/media/E_piCmCXEAgAALl.jpg,,,,,,,[],,,,
1439570817721921553,1439069374246109189,2021-09-19 17:43:23 PKT,2021-09-19,17:43:23,+0500,1389548573193236482,rajput31805363,Rajput,,@SammyMirza2 @Neeleshkumarsi7 @rabbia_bibi @Shivaraj_HR @majorgauravarya Pakistan k prime minister ko America me kapda utrwa k checking hoti hai ye respect hai ar imran Khan rota hai ki modi mera phone nhi uthata. 1971 me 93000 pakistan bap tere khol k khade ho gye the apni g..d pucho apne bap se,in,[],[],[],0,0,0,[],[],https://twitter.com/Rajput31805363/status/1439570817721921553,False,,0,,,,,,,,"[{'screen_name': 'SammyMirza2', 'name': 'Sammy Mirza', 'id': '1133649928625041409'}, {'screen_name': 'Neeleshkumarsi7', 'name': 'Neelesh kumar singh', 'id': '724220230969528322'}, {'screen_name': 'rabbia_bibi', 'name': 'Rabbia bibi. ملک دشمنوں کے سامنے ڈھال', 'id': '1306835377739661312'}, {'screen_name': 'Shivaraj_HR', 'name': 'Shivaraj H R', 'id': '302503777'}, {'screen_name': 'majorgauravarya', 'name': 'Major Gaurav Arya (Retd)', 'id': '758859344561569792'}]",,,,
1439570798193168395,1439516531642224642,2021-09-19 17:43:18 PKT,2021-09-19,17:43:18,+0500,1002205418020655105,sushilshaun,Sushil shaun🏏🇮🇳,,@sachink2951997 @UmarFarid54d @methigundarian @iihtishamm Iss saal corona khatm ho gaya desh mei.yeh toh phir humne galti kar di covishield injection lagwaa ke ek baat mei end karunga. UAE Asian teams ka second home hai.. sirf pakistan 🇵🇰 hi UAE 🇦🇪 mei sher hai aur sirf unka hi second  home hai yeh iss duniya ka sabse bada bakwaas hai,hi,[],[],[],0,0,0,[],[],https://twitter.com/SushilShaun/status/1439570798193168395,False,,0,,,,,,,,"[{'screen_name': 'sachink2951997', 'name': 'sachin k', 'id': '797329603731800068'}, {'screen_name': 'UmarFarid54d', 'name': 'Umar Farid', 'id': '1287238856450936832'}, {'screen_name': 'methigundarian', 'name': 'Cruel but Fair', 'id': '840982628949987330'}, {'screen_name': 'iihtishamm', 'name': 'Ihtisham Ul Haq', 'id': '402690551'}]",,,,
1439570788474974214,1439340317220741127,2021-09-19 17:43:16 PKT,2021-09-19,17:43:16,+0500,2479945759,jaan_meeri,Meeri Jaan (Pakistan),,@DrAhmadQammar @shiblifaraz @MinistryofST @asa_cui This is written proof non-sense submitted report  @asifmushtaq,en,"[{'screen_name': 'asifmushtaq', 'name': 'asif mushtaq', 'id': '24373812'}]",[],[],0,0,0,[],[],https://twitter.com/jaan_meeri/status/1439570788474974214,False,,0,,,,,,,,"[{'screen_name': 'DrAhmadQammar', 'name': 'Dr Ahmad Qammar', 'id': '152971578'}, {'screen_name': 'shiblifaraz', 'name': 'Senator Shibli Faraz', 'id': '1344310267'}, {'screen_name': 'MinistryofST', 'name': 'Ministry of Science & Technology', 'id': '1166452798675963906'}, {'screen_name': 'asa_cui', 'name': 'ASA-CUI', 'id': '1112652642373783558'}]",,,,
1439570781101514752,1439299990736756737,2021-09-19 17:43:14 PKT,2021-09-19,17:43:14,+0500,1425372170167980037,callmedevvil,Blacksta here...,,@RohitKu48365090 @latif_sayam @henrygayle No one is taking indian vaccines in Pakistan and these stingy indians are offering their sisters to Pakistanis on Twitter hahahah,en,[],[],[],0,0,0,[],[],https://twitter.com/callmedevvil/status/1439570781101514752,False,,0,,,,,,,,"[{'screen_name': 'RohitKu48365090', 'name': '🌴𝓡𝓸𝓱𝓲𝓽 𝓢𝓲𝓷𝓰𝓱 𝓒𝓱𝓪𝓾𝓱𝓐𝓝🌴', 'id': '797844613461635073'}, {'screen_name': 'latif_sayam', 'name': 'S A Y A M- SOMI 🥀', 'id': '951763859395801088'}, {'screen_name': 'henrygayle', 'name': 'Chris Gayle', 'id': '45452226'}]",,,,
1439570779444850691,1439570773727907845,2021-09-19 17:43:14 PKT,2021-09-19,17:43:14,+0500,863847744728948737,usama_views,Usama Malik,,"So we demand high level Inquiry commission on PMC conduct consisting of following members : VC UHS, VC King Edward University,  President PMA Lahore, FIA officers, HEC Chairman"".  ~ Pakistan Medical Association (PMA) letter to Prime Minister Imran Khan on behalf of MDCAT students",en,[],[],[],0,0,0,[],[],https://twitter.com/Usama_Views/status/1439570779444850691,False,,0,,,,,,,,[],,,,
1439570771806982147,1439570771806982147,2021-09-19 17:43:12 PKT,2021-09-19,17:43:12,+0500,1168615004716883970,_teapositive_,Dreamer,,Ya to khud Pakistan ki missing person list ma ha #PakistanMissingNawazSharif,et,[],[],[],0,0,0,['pakistanmissingnawazsharif'],[],https://twitter.com/_teapositive_/status/1439570771806982147,False,,0,,,,,,,,[],,,,
